"","Hd0_1","Hd0_2","Hd0_3","Hd0_4","Md0_1","Md0_2","Md0_3","Md0_4"
"COMTD1",8.46146170571524,9.22241908993443,8.67509576012081,8.06244506374911,6.69296926610288,6.83963288099485,5.97689583125612,5.98797632057477
"MRTO4",11.3872013389797,12.1896485837558,11.3301449339887,11.2707098953828,10.3782041371303,10.3287746626507,9.90863937618701,10.1484283748569
"TIPARP",11.9852152260848,11.4926838083851,12.0967779270765,12.071019218321,10.3803943892511,10.315709191217,10.4017233703487,10.5274911869056
"PSRC1",10.4820335841765,10.7577507192511,10.3826972602946,10.4736275979656,11.2936896590519,11.1249947599286,11.019928041726,11.1741855117441
"NLK",8.92357147390583,8.45050605996669,9.14724420262705,8.72131549394147,8.42930361297235,8.49259546568932,8.45841219279898,8.52637609916292
"CNOT6",9.6071358855416,9.00751632970844,9.78435195539016,9.76462738870355,11.0698882876387,11.1050305943023,11.2692432339956,11.2096632228894
"SHLD2",9.739336758809,9.91281492955837,10.0214949642428,9.99560198417493,7.66497523503481,7.60427223176875,7.72085052825738,7.55122422381155
"RBM14",10.5507226535674,10.3960392639368,10.6911055410595,10.4320168301766,9.48897873477542,9.40552383177176,9.20847254847457,9.31315823293052
"C15orf39",7.27980616746169,7.47986851719053,7.09027194842041,7.28329538187492,9.27277339696212,9.38528627155357,9.18850658133294,9.33187923606043
"NECTIN3",10.4052821303421,10.1146492165904,10.4749987502679,10.5515616941239,8.15990089318515,8.14415897276661,8.09534176374223,8.1692106379133
"C3orf20",0.877387599285006,1.37924786229524,0,0,1.63386829349984,0,1.51046404349368,1.93086371207482
"GFPT1",10.9224737286842,10.5584883183272,10.9369424204328,11.0240840633579,10.6784900057233,10.7679716668589,10.7592340196918,10.856039011745
"CAV2",12.3753280629445,12.5235442407635,12.3061247053624,12.3414027313187,12.1019495673772,11.9787760934579,12.0542992850147,12.0690400096336
"ZC3HAV1L",9.56288202421939,8.8465580487268,9.4114776512904,9.65193130023435,8.16928209184379,8.07631621770001,8.20585520565452,8.27046880213031
"GGPS1",7.83381058785453,8.32988943618128,7.95638539512653,7.994476881693,9.84973571490591,9.71696389695585,9.99696256794712,9.76570040325034
"SLC38A4",10.8713264436035,10.2762493031134,10.9501503455313,10.9847710805678,6.27871091391162,6.77699817957778,6.187062962476,6.74933781953952
"SNAP23",7.65920783642072,7.15675457148541,7.75183185444625,7.70133283486351,10.4949742974526,10.5663662596166,10.6349966819992,10.7528210751033
"TXNDC2",2.15279718956294,0,3.66834137715513,3.07525775046531,1.9027026133752,3.43914612484154,3.79094774757107,3.291454880369
"GAMT",11.3811684536443,12.398350407305,11.415555301027,11.2332995779553,11.2800479625128,10.7684412656582,10.949757283509,10.9650475704284
"DENND1B",6.40401818425793,5.64147187655943,6.54253816039682,6.62794077851589,7.65169195700775,7.46412903174769,7.69636821962874,7.65718078525811
"FLVCR1",7.16006507645169,7.11460015095294,7.49080844270415,7.34811861630303,7.76534000891242,7.29651404080059,7.96167316051675,7.75366800574957
"SLC7A6",7.8895523941129,7.05431342001269,7.68627197568521,8.05701776076387,10.5867682330423,10.6744182836306,10.5722207159434,10.6130645762163
"WDR90",7.9245851086375,7.58372829987058,7.71290188707662,7.47965806023266,8.40994170882788,8.5101097780648,8.41341674986322,8.66442130495432
"FARSB",11.2443389900072,11.419778235983,11.3720063314531,11.3060217428446,11.691803566687,11.6846056497227,11.6340758233517,11.7299419752302
"MRPL12",10.3447519691386,11.6799353634925,10.1493632234924,10.1275983568198,12.2064091194465,11.8616885312245,11.6508440366107,11.9195496752093
"THEM6",7.33752465938994,7.85567116590251,7.39422048737383,7.47839175075531,10.5585181506073,9.98527823292305,9.87044815983362,10.0850788952217
"TTBK2",6.96846164413668,6.25817838844759,7.07947404969892,6.83219600291529,8.14227504669392,8.14987973757798,8.16946821344001,8.19850329477691
"CEP41",8.10944611339527,7.91866035185144,8.25695197993339,8.20829142656385,8.44774097480168,8.81674089216272,8.54623829017111,8.8564489606549
"NOP56",11.422733485148,11.6655905819837,11.4005994395803,11.3046822461223,11.6380084394506,11.5319176306595,11.4419251608532,11.4888092473181
"BRD9",9.52119730949515,9.64731429446127,9.46066300585003,9.4963970122218,10.268893815613,10.3337069295081,10.1316832201417,10.3620357210858
"RND3",12.2964530571418,12.4411127828046,12.6273422820428,12.4700246118174,12.0417379280332,12.0368881656447,12.1468509628062,12.0951168976946
"NID1",10.8394704115939,9.90950155226413,10.8387745202093,10.845889491149,13.6082793083872,13.9226477627688,13.7812148758916,13.943097040629
"MAOA",6.61898932720368,6.84930958538816,6.92050410855631,6.89547819549125,11.4226865664922,11.3519709693714,11.5145731987174,11.3153111695689
"RAB30",7.35360187637702,6.73322402957411,7.3711217358342,7.53631726131901,8.25385263572359,8.15521034380351,8.34803572489045,8.24431446722019
"TM4SF1",13.1924744433058,13.5563586270597,13.1480187291419,13.0998035387635,12.5885847613891,12.3897612209993,12.4140620935556,12.3923172549586
"ZFYVE9",9.58088287579867,9.18829826851725,9.76434763448979,9.71777997254891,9.61127004124296,9.87421298128253,9.77241264486788,9.75213036240099
"SLC3A2",11.5726506083836,11.8670351274109,11.4787311133306,11.6440894586317,13.5434752277978,13.574664626832,13.472263391599,13.5156141607767
"LUM",8.54745111863603,8.64631504044212,8.73010653395566,8.5033225810539,0,1.87344132049048,0,0
"GADD45A",12.69869442954,12.9920288150251,12.5703092612258,12.6835549122533,12.3705653250106,12.2573591973609,12.4882045010714,12.1973247728345
"EPN1",10.0029484151807,10.4062666214048,9.76865786889475,9.89075759886802,11.2952763958548,11.5155029525622,11.3362610984273,11.3909156771237
"MAGOH",10.6963395279296,11.021222438785,10.4548883359934,10.5699128971946,12.4627834221948,12.3126013642489,12.0323359486031,12.2666390006698
"PNPLA3",11.0231163952219,10.5257361308356,10.8766734242217,10.8351464984943,5.79433347945584,6.22354195732871,6.10840656064994,6.54153063744384
"ADRB2",7.64137462604531,7.61392960904244,6.87318265637295,7.59051985863672,9.65640632101747,9.87558601127863,9.88518883054732,9.69102419542206
"STX16",10.6285818205079,10.5944965897058,10.6135386555373,10.5467282959554,10.7092411135701,10.8522791003162,10.7872900751402,10.7982198552247
"SEC14L1",10.6126702963819,10.1037602501232,10.6187870342224,10.6951729602751,10.9254894300201,11.0389067665516,11.0339049717233,11.0994787291604
